task_id,specification,functional_oracle,public_reference_rtl,bounded_temporal_contract,persistence_temporal_contract,progress_or_liveness_contract,protocol_or_ordering_contract,temporal_contract_explicit,native_temporal_assertion_scoring,formal_temporal_scoring,finite_trace_temporal_scoring,reference_trace_scoring,synthesis_contract_explicit,equivalence_contract_explicit,synthesis_scoring,post_synthesis_behavior_scoring,formal_equivalence_scoring,temporal_contract_without_property_or_formal,progress_contract_without_formal,equivalence_contract_without_formal_equivalence,synthesis_contract_without_synthesis,manual_review,evidence
cvdp_copilot_comparator_0001,cvdp_copilot_comparator_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …ombinational design requirements—no sequential elements. - Ensure the module is synthesizable and uses industry-standard terminology throughout the code and documentation.', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_complex_multiplier_0001,cvdp_copilot_complex_multiplier_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …d have an asynchronous active low reset and the latency of the design should be one cycle. Port List: `clk`: 1 bit input to the design. This is the Clock signal for the…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_compression_engine_0001,cvdp_copilot_compression_engine_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_concatenate_0001,cvdp_copilot_concatenate_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_configurable_digital_low_pass_filter_0001,cvdp_copilot_configurable_digital_low_pass_filter_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_configurable_digital_low_pass_filter_0004,cvdp_copilot_configurable_digital_low_pass_filter_0004:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_configurable_digital_low_pass_filter_0011,cvdp_copilot_configurable_digital_low_pass_filter_0011:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"(""bounded temporal contract: …ING_RATE = 3'd1` ### Inputs - `x_in = 16'd10` - `y_true = 16'd20` ### Outputs After 1 Clock Cycle - `w = 0` - `b = 0` ### Outputs After 2 Clock Cycles - `w = 16'200` - `b = 16'…"", 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_configurable_digital_low_pass_filter_0014,cvdp_copilot_configurable_digital_low_pass_filter_0014:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …Even if the `start` input is always `1`, the `done` output will only be `1` for one cycle during the state transitions from `IDLE` to `COMPUTE` and from `COMPUTE` to `DO…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_cont_adder_0006,cvdp_copilot_cont_adder_0006:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_cont_adder_0023,cvdp_copilot_cont_adder_0023:input.prompt,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …- ### 9. Latency #### Continuous Mode (ACCUM_MODE = 0) - **Latency:** 1 clock cycle after threshold crossing. ##### Explanation - When the accumulated sum crosses a thr…',)"
cvdp_copilot_cont_adder_0042,cvdp_copilot_cont_adder_0042:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,"('synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /code/scripts/synth.tcl -l /code/rundir/synth.log"" return subprocess.run…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_cont_adder_0045,cvdp_copilot_cont_adder_0045:input.prompt,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,"('synthesis contract: …k to `IDLE` with `sum_accum` and `sample_count` set to zero. --- Perform an **area optimization** by focusing on modifying the combinational logic and sequential logic. Ensure…', 'equivalence contract: …onal logic and sequential logic. Ensure that: - The optimized design retains **functional equivalence** and **latency** as the original module. - The interface module should remain…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_convolutional_encoder_0001,cvdp_copilot_convolutional_encoder_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_convolutional_encoder_0010,cvdp_copilot_convolutional_encoder_0010:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_crossbar_switch_0001,cvdp_copilot_crossbar_switch_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …chronized with the rising edge of the clock with the output appearing one clock cycle after the input. The reset should be asynchronous and active low and all output data…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_data_bus_controller_0001,cvdp_copilot_data_bus_controller_0001:input.prompt,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …e driven to the slave and m0 will be ignored. - Latency of the design should be one cycle. Here is the signal description of the interface. ### Global Signals | Signa…', 'protocol/ordering contract: …an send transaction independently regardless of each other. Both interfaces use ready-valid handshake mechanism. - There will be only one slave to accept these transactio…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_data_serializer_0001,cvdp_copilot_data_serializer_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_data_width_converter_0003,cvdp_copilot_data_width_converter_0003:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_dbi_0001,cvdp_copilot_dbi_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_dbi_0008,cvdp_copilot_dbi_0008:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_dbi_dec_0001,cvdp_copilot_dbi_dec_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …cations, complete the following System Verilog template. Ensure correctness and synthesizability. ```verilog module dbi_dec ( // Inputs input wire rst_n, /…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_decode_firstbit_0001,cvdp_copilot_decode_firstbit_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …pth of the pipeline. For example, when `PlRegs_g = 0`, the detection happens in one cycle, whereas `PlRegs_g = 1` splits the detection across two stages, requiring two c…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_decoder_8b10b_0001,cvdp_copilot_decoder_8b10b_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_digital_dice_roller_0001,cvdp_copilot_digital_dice_roller_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_digital_dice_roller_0004,cvdp_copilot_digital_dice_roller_0004:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_digital_stopwatch_0001,cvdp_copilot_digital_stopwatch_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_digital_stopwatch_0012,cvdp_copilot_digital_stopwatch_0012:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …ding of new values and should start counting down from new loaded values at the next clock cycle if `load` is deasserted. ## 3. Pause and Resume Behavior - If `start_stop` is…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_dot_product_0002,cvdp_copilot_dot_product_0002:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_dot_product_0005,cvdp_copilot_dot_product_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_dot_product_0012,cvdp_copilot_dot_product_0012:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,"('synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /code/scripts/synth.tcl -l /code/rundir/synth.log"" return subprocess.run…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_edge_detector_0001,cvdp_copilot_edge_detector_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_elastic_buffer_0001,cvdp_copilot_elastic_buffer_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_elastic_buffer_0005,cvdp_copilot_elastic_buffer_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_elevator_control_0006,cvdp_copilot_elevator_control_0006:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_elevator_control_0009,cvdp_copilot_elevator_control_0009:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_elevator_control_0026,cvdp_copilot_elevator_control_0026:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_elevator_control_0033,cvdp_copilot_elevator_control_0033:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_elevator_control_0036,cvdp_copilot_elevator_control_0036:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_ethernet_packet_parser_0001,cvdp_copilot_ethernet_packet_parser_0001:input.prompt,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('protocol/ordering contract: …The `ack` signal remains constantly high (`1`), as the receiver does not apply backpressure to the transmitter. - At the end of the burst (signaled by `eof`), `field_vld`…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_events_to_apb_0001,cvdp_copilot_events_to_apb_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …cycle if `apb_pready_i` remains low. - If `apb_pready_i` is not asserted within 15 cycles after entering `ACCESS` state, the timeout counter resets the controller to the…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_factorial_0001,cvdp_copilot_factorial_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …put that holds the factorial of the input number. This result is updated in the next clock cycle after the input is provided. 7- `done` (output) : This signal indicates that th…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_fan_controller_0001,cvdp_copilot_fan_controller_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,"('synthesis contract: …specifications, complete the following Verilog template. Ensure correctness and synthesizability. ```verilog module fan_controller ( input wire clk, // S…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_fan_controller_0005,cvdp_copilot_fan_controller_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_fan_controller_0008,cvdp_copilot_fan_controller_0008:input.prompt,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,"('synthesis contract: …fan_controller.sv contains both sequential and combinational logic. Perform an area optimization by focusing on modifying the combinational logic components. Ensure that: - T…', 'equivalence contract: …e combinational logic components. Ensure that: - The optimized design retains functional equivalence with the original module. - The interface module should remain the same. - T…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_fibonacci_series_0001,cvdp_copilot_fibonacci_series_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …umber exceeds 32 bits, the module detects overflow and sets the `overflow_flag` after one clock cycle to propagate the last Fibonacci number to the output, after which it automatica…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_fifo_async_0001,cvdp_copilot_fifo_async_0001:input.prompt,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('protocol/ordering contract: …ray counters to track the write/read positions in the FIFO. To determine if the FIFO is empty or full, use pointers with one extra bit to track overflow and compare both pointers. The empty and full flags should be asserted as follo…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_fifo_to_axis_0001,cvdp_copilot_fifo_to_axis_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_fifo_to_axis_0005,cvdp_copilot_fifo_to_axis_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_filo_0005,cvdp_copilot_filo_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_filo_0033,cvdp_copilot_filo_0033:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_findfasterclock_0001,cvdp_copilot_findfasterclock_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,"('bounded temporal contract: …- The period of `clk_A` is calculated as the number of `clk_B` pulses during one cycle of `clk_A` (`periodA`). - Similarly, the period of `clk_B` is calculated as…', 'synthesis contract: …and compare `periodA` and `periodB`. Could you make sure the completed code is synthesizable and follows the design specifications?', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_flop_0001,cvdp_copilot_flop_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_flop_0002,cvdp_copilot_flop_0002:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_fsm_seq_detector_0001,cvdp_copilot_fsm_seq_detector_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_fsm_seq_detector_0023,cvdp_copilot_fsm_seq_detector_0023:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_galois_encryption_0001,cvdp_copilot_galois_encryption_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gaussian_rounding_div_0003,cvdp_copilot_gaussian_rounding_div_0003:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …en returns to **IDLE**. --- ## Latency Considerations Total Latency = WIDTH + 2 cycles - **1 cycle** overhead when transitioning from **IDLE** to **BUSY** (registerin…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gaussian_rounding_div_0005,cvdp_copilot_gaussian_rounding_div_0005:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …Asserted high when the output (`dv_out`) is valid. Remains asserted for 1 clock cycle after the calculation is complete. |…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gaussian_rounding_div_0022,cvdp_copilot_gaussian_rounding_div_0022:input.prompt,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,"('equivalence contract: …onal logic and sequential logic. Ensure that: - The optimized design retains **functional equivalence**. - The interface module should remain the same. - The latency should be reduc…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gaussian_rounding_div_0023,cvdp_copilot_gaussian_rounding_div_0023:input.prompt,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,"('synthesis contract: …- Step-9: Register Q contains quotient and A contains remainder. Perform an **area optimization** by focusing on modifying the sequential logic and combinational logic. Ensure…', 'equivalence contract: …l logic and combinational logic. Ensure that: - The optimized design retains **functional equivalence** and **latency** as the original module. - The interface of the `divider` modu…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gcd_0001,cvdp_copilot_gcd_0001:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …new input `A` and `B`. The `go` for a new input will be provided only from the next cycle following the assertion of `done` signal to high, indicating that the computati…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gcd_0009,cvdp_copilot_gcd_0009:input.prompt,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('bounded temporal contract: …the following scenarios: 1) The best case occurs when A==B==C from the start: Latency = 5 cycles. 2) The worst case occurs when `B` and one more input take the maximum value…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gcd_0015,cvdp_copilot_gcd_0015:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gcd_0023,cvdp_copilot_gcd_0023:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gcd_0038,cvdp_copilot_gcd_0038:input.prompt,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,"('synthesis contract: …nt, the value of either number is the GCD of the original inputs. Perform an **area optimization** by focusing on modifying the sequential logic and combinational logic. Ensure…', 'equivalence contract: …l logic and combinational logic. Ensure that: - The optimized design retains **functional equivalence** and **latency** as the original module. - The control and datapath logic sh…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gcd_0040,cvdp_copilot_gcd_0040:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gcd_0045,cvdp_copilot_gcd_0045:input.prompt,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,True,"('bounded temporal contract: …// If one is zero and the other is nonzero, make them equal to move to done next cycle next_A_ff = B_ff; next_B_ff = B_ff; e…', 'synthesis contract: …up> *b, where k is the number of factors of 2 removed in Step 1. Perform an **area optimization** by focusing on modifying the sequential logic and combinational logic. Ensure…', 'equivalence contract: …l logic and combinational logic. Ensure that: - The optimized design retains **functional equivalence** and **latency** as the original module. - The control and datapath logic sh…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_generic_nbit_counter_0036,cvdp_copilot_generic_nbit_counter_0036:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_generic_nbit_counter_0039,cvdp_copilot_generic_nbit_counter_0039:input.prompt,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,"('synthesis contract: …counting operations and combinational logic for output selection. Perform an **area optimization** by focusing on modifications that reduce the utilization of both **cells** an…', 'equivalence contract: …of both **cells** and **wires**. Ensure that: - The optimized design retains **functional equivalence** with the original module. - The number of always blocks is minimized. - M…', 'synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /src/synth.tcl -l /code/rundir/synth.log"" return subprocess.run(cmd, she…', 'public reference RTL is present', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gf_multiplier_0001,cvdp_copilot_gf_multiplier_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gf_multiplier_0005,cvdp_copilot_gf_multiplier_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gf_multiplier_0013,cvdp_copilot_gf_multiplier_0013:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gf_multiplier_0021,cvdp_copilot_gf_multiplier_0021:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_gmii_axis_0001,cvdp_copilot_gmii_axis_0001:input.prompt,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,"('protocol/ordering contract: …for AXI-Stream. m_axis_tvalid: Indicates valid data on the bus. m_axis_tready: Handshake signal from the downstream AXI-Stream device. m_axis_tlast: End of frame indica…', 'synthesis contract: …specifications, complete the following Verilog template. Ensure correctness and synthesizability. ```verilog module gmii_rx_to_axi_stream ( //GMII Input Signals: inp…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_gray_to_binary_0001,cvdp_copilot_gray_to_binary_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_grayscale_image_0014,cvdp_copilot_grayscale_image_0014:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_halfband_fir_0005,cvdp_copilot_halfband_fir_0005:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hamming_code_tx_and_rx_0001,cvdp_copilot_hamming_code_tx_and_rx_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hamming_code_tx_and_rx_0003,cvdp_copilot_hamming_code_tx_and_rx_0003:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hamming_code_tx_and_rx_0009,cvdp_copilot_hamming_code_tx_and_rx_0009:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hamming_code_tx_and_rx_0011,cvdp_copilot_hamming_code_tx_and_rx_0011:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hamming_code_tx_and_rx_0013,cvdp_copilot_hamming_code_tx_and_rx_0013:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hebbian_rule_0012,cvdp_copilot_hebbian_rule_0012:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hebbian_rule_0017,cvdp_copilot_hebbian_rule_0017:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hill_cipher_0001,cvdp_copilot_hill_cipher_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_hill_cipher_0015,cvdp_copilot_hill_cipher_0015:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,"('synthesis scoring: …- Simulate # ---------------------------------------- def synth(): cmd = ""yosys -s /code/scripts/synth.tcl -l /code/rundir/synth.log"" return subprocess.run…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_hmac_register_0001,cvdp_copilot_hmac_register_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_huffman_0001,cvdp_copilot_huffman_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_icache_controller_0001,cvdp_copilot_icache_controller_0001:input.prompt,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,"('protocol/ordering contract: …to their default values immediately when asserted. - **io_mem_ready**: A 1-bit handshake signal from memory indicating that the memory is ready to accept a request or p…', 'harness contains finite cycle/event-driven checks')"
cvdp_copilot_image_rotate_0001,cvdp_copilot_image_rotate_0001:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
cvdp_copilot_image_rotate_0014,cvdp_copilot_image_rotate_0014:input.prompt,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"('harness contains finite cycle/event-driven checks',)"
